timestamp,process_name,cpu_usage,memory_usage,file_read_count,file_write_count,file_delete_count,registry_change_count,network_connections,entropy,extension_change,process_spawn_count,label
2026-01-01 15:06:10,powerpnt.exe,14.35,91.2,4,1,0,1,0,2.5538,0,0,0
2026-01-01 23:52:50,csrss_svc.exe,32.39,316.38,5,20,4,3,1,7.3977,1,1,1
2026-01-01 22:30:00,svc_update32.exe,52.18,199.37,8,20,4,0,0,7.204,1,3,1
2026-01-01 13:35:10,chrome.exe,10.97,50.36,7,4,0,0,1,4.4293,1,0,0
2026-01-01 14:26:30,slack.exe,16.06,67.43,3,1,0,1,1,3.4851,0,0,0
2026-01-01 21:52:10,wmiprvse_helper.exe,54.14,344.28,12,31,4,4,0,6.4654,1,1,1
2026-01-01 12:25:00,explorer.exe,1.21,158.05,3,2,0,1,5,1.82,0,0,0
2026-01-01 21:20:20,conhost_srv.exe,73.02,395.24,10,33,3,4,0,7.2082,1,5,1
2026-01-01 16:51:20,lsass_helper.exe,61.73,179.68,5,28,5,3,1,6.2575,1,1,1
2026-01-01 20:00:10,taskhost_helper.exe,49.55,162.75,10,29,12,3,0,7.1286,1,3,1
2026-01-02 00:14:00,syswow64svc.exe,87.67,202.32,10,30,2,4,0,8.0,1,4,1
2026-01-01 11:21:40,firefox.exe,6.71,62.93,9,5,1,2,1,3.2209,0,2,0
2026-01-01 23:31:10,csrss_svc.exe,68.87,299.75,6,27,4,6,0,7.0844,1,2,1
2026-01-01 14:51:50,code.exe,17.19,112.07,1,0,0,0,1,1.7309,0,0,0
2026-01-01 17:17:20,syswow64svc.exe,50.34,305.71,5,26,4,1,2,7.3316,1,3,1
2026-01-01 21:25:30,wmiprvse_helper.exe,45.77,114.54,10,16,3,3,2,6.9624,1,4,1
2026-01-01 08:41:50,code.exe,11.36,124.23,3,3,0,0,2,2.0808,0,1,0
2026-01-01 15:04:00,slack.exe,7.83,190.95,6,1,1,1,0,1.3028,0,1,0
2026-01-01 19:41:50,taskhost_helper.exe,32.9,128.53,10,22,6,4,1,7.4797,1,2,1
2026-01-01 16:43:00,lsass_helper.exe,55.28,87.32,5,31,3,3,1,7.3607,1,1,1
2026-01-01 11:50:50,outlook.exe,7.09,163.78,6,5,0,0,2,3.4302,0,0,0
2026-01-01 15:08:50,acrobat.exe,18.38,55.44,3,2,0,0,1,1.7794,0,1,0
2026-01-01 12:34:50,svchost.exe,21.82,186.04,7,2,0,0,3,2.1075,0,0,0
2026-01-01 08:41:40,firefox.exe,8.07,33.88,5,2,0,1,3,2.5497,0,0,0
2026-01-02 00:14:10,wscript_svc.exe,49.09,370.75,9,35,4,5,0,7.8497,1,2,1
2026-01-01 16:00:30,excel.exe,14.9,51.46,5,0,0,3,3,2.056,0,1,0
2026-01-01 19:06:40,svc_update32.exe,47.33,329.92,5,20,2,1,0,7.2576,1,0,1
2026-01-01 20:10:50,wscript_svc.exe,57.94,243.88,11,23,10,7,1,6.7298,1,1,1
2026-01-01 16:09:00,slack.exe,5.05,47.98,4,1,0,2,3,2.9098,0,0,0
2026-01-01 23:20:30,wmiprvse_helper.exe,82.94,398.15,7,26,2,4,1,7.4638,1,3,1
2026-01-01 12:25:40,teams.exe,5.37,124.61,7,1,0,1,1,2.8874,0,0,0
2026-01-01 09:14:00,slack.exe,22.62,125.31,2,1,0,0,0,2.6334,0,1,0
2026-01-01 13:27:50,winword.exe,17.83,130.61,5,4,0,1,1,0.4715,0,0,0
2026-01-01 13:42:10,powershell.exe,7.37,124.64,6,2,0,1,0,2.5665,0,0,0
2026-01-01 11:42:50,winword.exe,16.54,183.34,1,4,0,1,3,2.5719,0,1,0
2026-01-01 23:11:50,taskhost_helper.exe,51.51,379.79,4,35,2,2,0,6.5925,1,1,1
2026-01-01 16:29:20,rundll32_helper.exe,81.93,213.7,5,31,4,1,1,7.557,1,4,1
2026-01-01 09:57:20,svchost.exe,5.73,105.78,3,0,0,1,2,2.6662,1,0,0
2026-01-01 22:21:10,csrss_svc.exe,51.93,206.86,2,28,6,3,1,6.8996,0,0,1
2026-01-01 11:30:50,outlook.exe,5.42,157.71,6,2,1,0,3,2.358,0,1,0
2026-01-01 11:29:30,cmd.exe,7.87,149.84,4,1,0,0,2,3.9413,0,0,0
2026-01-01 18:54:30,csrss_svc.exe,41.15,149.14,9,24,4,8,2,7.2633,1,3,1
2026-01-02 00:07:30,wscript_svc.exe,82.07,219.92,8,20,6,6,0,7.2109,1,0,1
2026-01-01 09:31:40,firefox.exe,13.19,102.32,4,2,0,1,1,2.8999,0,1,0
2026-01-01 19:53:30,taskhost_helper.exe,59.42,132.5,7,23,1,5,0,7.2138,1,3,1
2026-01-01 22:03:20,svc_update32.exe,53.36,202.48,20,25,9,5,1,7.1534,1,2,1
2026-01-01 16:00:20,winword.exe,19.7,95.88,4,1,0,0,1,3.4787,0,1,0
2026-01-01 08:06:10,powerpnt.exe,8.74,71.22,5,2,0,0,1,3.2778,0,0,0
2026-01-01 14:41:10,powerpnt.exe,1.77,193.97,6,1,0,0,3,2.4975,0,0,0
2026-01-01 23:31:40,svc_update32.exe,87.69,358.2,5,17,9,7,2,8.0,1,1,1
2026-01-01 08:27:30,explorer.exe,12.89,90.57,7,1,0,1,2,3.1204,0,0,0
2026-01-01 22:37:30,wscript_svc.exe,62.75,384.75,6,27,5,2,2,7.1339,1,3,1
2026-01-01 14:01:50,code.exe,4.59,49.56,4,5,1,1,0,2.9595,0,0,0
2026-01-01 17:43:10,winlogon_svc.exe,89.16,358.97,11,29,7,4,0,6.9126,1,2,1
2026-01-01 11:50:30,excel.exe,10.0,189.06,2,2,0,0,1,3.4252,0,0,0
2026-01-01 19:29:20,rundll32_helper.exe,57.79,190.33,4,25,8,4,0,6.962,1,2,1
2026-01-01 10:39:20,code.exe,21.36,193.64,4,7,0,0,3,3.747,0,1,0
2026-01-01 08:30:40,teams.exe,20.02,113.52,4,3,2,0,2,2.2679,0,0,0
2026-01-01 19:32:50,csrss_svc.exe,60.65,387.23,10,29,6,5,1,7.8145,1,4,1
2026-01-01 13:23:30,notepad.exe,1.82,140.79,7,1,0,1,6,2.152,0,0,0
2026-01-01 09:03:00,excel.exe,17.16,93.59,2,1,0,0,2,1.2864,0,0,0
2026-01-01 09:18:40,powerpnt.exe,22.92,138.34,5,1,0,0,2,2.1917,0,0,0
2026-01-01 15:14:30,cmd.exe,3.37,57.41,6,4,0,0,0,1.145,0,0,0
2026-01-01 17:41:30,winlogon_svc.exe,42.52,81.98,7,26,7,2,1,7.6831,1,1,1
2026-01-01 17:36:00,rundll32_helper.exe,77.81,202.12,8,33,6,5,2,6.8,0,3,1
2026-01-01 19:43:00,lsass_helper.exe,64.61,130.72,13,33,4,3,2,6.5953,1,2,1
2026-01-01 09:33:30,notepad.exe,2.57,182.69,4,2,0,0,1,2.9677,0,0,0
2026-01-01 22:23:40,conhost_srv.exe,39.42,232.15,6,19,3,2,0,7.4154,1,3,1
2026-01-01 13:00:30,excel.exe,23.39,60.82,4,1,0,0,3,2.1735,0,0,0
2026-01-01 10:43:50,acrobat.exe,11.35,70.91,3,1,1,2,0,4.2071,0,0,0
2026-01-01 14:43:20,outlook.exe,2.17,92.55,8,0,0,0,1,0.6298,0,1,0
2026-01-01 22:25:40,syswow64svc.exe,48.48,103.96,6,29,3,5,3,7.3943,1,3,1
2026-01-01 14:55:50,outlook.exe,23.18,37.98,3,0,1,0,5,2.0093,0,1,0
2026-01-01 13:54:50,svchost.exe,19.12,63.83,8,5,0,1,4,3.523,0,0,0
2026-01-01 14:27:40,chrome.exe,5.84,92.71,5,2,1,1,1,3.6632,0,3,0
2026-01-01 22:01:20,lsass_helper.exe,80.55,241.66,7,19,8,5,2,7.0487,1,3,1
2026-01-01 19:36:40,svc_update32.exe,71.19,323.36,4,22,4,6,2,7.7388,1,5,1
2026-01-01 08:40:10,chrome.exe,4.86,76.88,6,3,0,0,3,1.1219,0,0,0
2026-01-01 20:52:00,conhost_srv.exe,35.55,343.78,12,27,6,7,0,7.1472,1,1,1
2026-01-01 13:29:00,slack.exe,5.84,62.34,9,2,0,0,3,0.5614,0,0,0
2026-01-01 10:05:30,excel.exe,14.96,50.43,4,0,0,0,1,1.5611,0,0,0
2026-01-01 14:07:40,chrome.exe,6.34,52.33,4,2,1,0,2,1.6466,0,2,0
2026-01-02 00:27:50,csrss_svc.exe,49.7,81.54,9,29,7,4,0,7.7135,1,0,1
2026-01-01 12:28:40,powerpnt.exe,23.4,70.64,6,0,1,0,5,2.4524,0,0,0
2026-01-01 10:44:20,code.exe,22.63,172.55,6,1,0,1,4,2.8883,0,0,0
2026-01-01 12:19:20,code.exe,8.06,172.29,3,3,1,0,2,0.7296,0,0,0
2026-01-01 17:59:40,lsass_helper.exe,85.34,398.55,11,27,5,8,0,7.8799,1,4,1
2026-01-01 18:48:00,lsass_helper.exe,58.36,221.14,8,26,2,5,0,7.3439,1,3,1
2026-01-01 16:27:40,rundll32_helper.exe,82.69,88.55,11,27,6,4,0,7.4741,1,1,1
2026-01-01 22:19:50,winlogon_svc.exe,65.86,349.85,11,25,3,4,0,7.058,1,3,1
2026-01-01 23:45:30,wmiprvse_helper.exe,63.25,137.77,9,15,2,3,0,7.2742,1,2,1
2026-01-01 18:37:10,wmiprvse_helper.exe,40.87,274.09,4,21,3,4,0,7.2596,1,3,1
2026-01-01 14:18:30,notepad.exe,20.31,39.59,4,1,1,0,0,2.5627,0,0,0
2026-01-01 11:04:10,firefox.exe,5.68,119.81,11,1,0,0,0,2.3901,0,1,0
2026-01-01 18:51:20,lsass_helper.exe,80.8,368.11,12,26,5,4,1,8.0,1,2,1
2026-01-01 13:01:10,powerpnt.exe,3.22,140.38,5,0,0,0,3,0.8654,0,0,0
2026-01-01 10:40:40,teams.exe,20.46,125.07,6,0,0,1,2,2.2029,0,0,0
2026-01-01 09:09:20,code.exe,7.79,69.4,4,2,0,2,2,1.8493,0,1,0
2026-01-01 13:38:50,acrobat.exe,19.44,80.57,3,2,0,0,2,4.864,0,1,0
2026-01-01 08:19:00,slack.exe,14.63,41.75,3,1,1,0,0,2.0098,0,0,0
2026-01-01 18:28:20,svc_update32.exe,45.3,265.15,10,31,3,7,0,7.0868,1,2,1
2026-01-01 12:49:20,code.exe,2.82,163.85,5,2,0,1,2,2.4494,0,1,0
2026-01-01 08:07:50,winword.exe,13.74,72.23,6,2,0,0,3,3.0895,0,0,0
2026-01-01 14:37:30,explorer.exe,19.46,72.14,6,0,0,1,2,3.8554,0,0,0
2026-01-01 18:33:50,wmiprvse_helper.exe,54.37,203.94,12,24,4,7,0,7.0695,1,4,1
2026-01-01 11:34:00,slack.exe,23.2,115.37,8,1,0,0,2,2.464,0,0,0
2026-01-01 13:09:30,cmd.exe,11.08,164.97,5,2,2,0,1,3.5508,0,0,0
2026-01-01 20:03:50,wmiprvse_helper.exe,80.77,144.72,6,30,5,3,0,6.5155,1,1,1
2026-01-01 10:53:50,acrobat.exe,20.2,45.26,3,3,0,0,3,1.8183,0,0,0
2026-01-01 23:22:10,wmiprvse_helper.exe,35.81,277.02,10,16,5,1,1,8.0,1,1,1
2026-01-01 10:49:40,powershell.exe,23.47,178.93,6,0,1,1,3,1.4571,0,0,0
2026-01-01 08:07:00,cmd.exe,10.79,45.99,5,3,0,2,4,1.3722,0,2,0
2026-01-01 09:08:30,notepad.exe,9.95,124.12,4,2,0,1,3,4.3364,0,0,0
2026-01-01 22:26:50,taskhost_helper.exe,68.93,242.76,4,19,2,5,1,6.9318,1,1,1
2026-01-01 16:12:00,cmd.exe,19.58,195.52,10,3,0,0,1,3.5379,0,0,0
2026-01-01 21:15:10,taskhost_helper.exe,82.05,282.72,9,21,8,9,1,7.4503,1,0,1
2026-01-01 12:21:00,notepad.exe,15.31,94.47,3,2,1,1,6,1.4762,0,0,0
2026-01-01 10:43:00,excel.exe,21.37,60.62,5,2,0,0,1,3.5,0,2,0
2026-01-01 12:52:30,explorer.exe,24.02,198.96,6,2,0,1,1,2.5058,0,0,0
2026-01-01 12:32:10,powershell.exe,7.88,57.58,2,1,2,0,1,1.1771,0,0,0
2026-01-02 00:24:50,winlogon_svc.exe,70.35,276.87,5,25,5,3,1,7.4805,0,0,1
2026-01-01 14:33:50,acrobat.exe,1.66,55.19,9,3,0,1,1,1.7647,0,0,0
2026-01-01 23:53:20,svc_update32.exe,35.36,364.92,3,27,6,3,0,7.6105,1,1,1
2026-01-01 22:01:00,rundll32_helper.exe,58.55,162.15,11,21,3,2,0,7.6114,1,2,1
2026-01-01 23:31:50,taskhost_helper.exe,39.82,276.68,8,24,4,9,1,7.6119,1,4,1
2026-01-01 09:18:50,acrobat.exe,23.63,148.14,3,0,0,0,1,3.154,0,1,0
2026-01-01 22:56:00,rundll32_helper.exe,43.93,160.89,6,31,2,5,1,7.015,1,4,1
2026-01-01 23:53:00,lsass_helper.exe,68.59,324.34,8,26,5,7,0,7.3173,1,3,1
2026-01-01 22:39:20,rundll32_helper.exe,62.87,283.23,10,23,7,3,1,6.6522,1,2,1
2026-01-01 23:06:50,taskhost_helper.exe,71.29,262.68,7,32,9,6,0,6.9416,1,2,1
2026-01-01 16:22:20,syswow64svc.exe,59.03,327.92,11,22,5,1,1,7.4898,1,3,1
2026-01-01 15:53:40,powerpnt.exe,18.23,134.7,2,1,1,0,2,1.4363,0,1,0
2026-01-01 22:45:00,svc_update32.exe,45.31,360.11,7,26,11,2,3,6.5158,1,2,1
2026-01-01 22:02:20,syswow64svc.exe,37.99,89.13,11,22,6,6,1,7.2794,1,4,1
2026-01-01 20:36:00,rundll32_helper.exe,65.8,124.75,7,21,3,1,1,8.0,1,5,1
2026-01-01 09:25:10,chrome.exe,14.55,91.09,8,4,0,0,2,3.7331,0,0,0
2026-01-01 16:07:00,cmd.exe,16.47,131.32,6,1,1,0,4,0.652,0,1,0
2026-01-01 14:17:40,chrome.exe,18.3,107.72,4,3,1,0,3,2.2754,0,0,0
2026-01-01 22:34:20,rundll32_helper.exe,88.15,355.58,9,22,6,0,1,6.7642,1,2,1
2026-01-01 17:37:00,conhost_srv.exe,46.69,266.96,10,22,3,2,1,7.2961,1,3,1
2026-01-01 22:27:10,wmiprvse_helper.exe,58.9,193.73,11,21,4,2,2,7.2056,0,1,1
2026-01-01 09:07:00,cmd.exe,13.95,42.84,7,0,0,1,4,1.1799,0,1,0
2026-01-01 09:44:30,cmd.exe,13.3,167.16,10,1,0,1,2,2.6801,0,1,0
2026-01-01 08:40:30,excel.exe,6.66,31.57,2,2,0,1,2,1.8563,0,1,0
2026-01-01 15:20:50,outlook.exe,18.74,126.5,7,3,0,1,1,2.5789,0,0,0
2026-01-01 09:19:10,firefox.exe,13.02,64.04,8,2,0,0,1,1.2216,0,3,0
2026-01-01 12:14:50,svchost.exe,20.29,187.3,1,3,0,1,2,2.266,0,1,0
2026-01-01 15:30:30,excel.exe,23.38,87.79,9,1,0,2,3,3.4656,0,1,0
2026-01-01 23:55:40,syswow64svc.exe,36.38,317.83,12,33,6,2,1,7.5307,1,4,1
2026-01-01 11:10:30,excel.exe,6.5,86.19,7,1,0,0,0,1.4595,0,1,0
2026-01-02 00:18:10,winlogon_svc.exe,69.26,266.56,12,32,3,5,0,7.6801,1,3,1
2026-01-01 08:42:40,chrome.exe,11.77,93.77,2,0,0,0,0,4.1062,0,0,0
2026-01-01 12:03:00,excel.exe,3.21,192.87,7,4,0,0,5,3.1788,0,0,0
2026-01-01 17:10:00,svc_update32.exe,47.31,355.0,2,24,6,3,1,7.0466,1,2,1
2026-01-01 14:32:40,chrome.exe,1.41,118.77,5,3,0,0,2,2.3596,0,0,0
2026-01-01 18:35:20,conhost_srv.exe,53.7,81.68,8,26,5,6,2,7.2917,1,3,1
2026-01-01 13:14:10,firefox.exe,19.96,189.37,6,0,0,0,3,1.2322,0,1,0
2026-01-01 23:52:00,conhost_srv.exe,82.64,285.9,4,28,2,5,0,7.7039,1,1,1
2026-01-01 09:25:00,explorer.exe,6.66,62.83,5,2,1,1,1,0.5947,0,1,0
2026-01-01 09:14:30,cmd.exe,11.19,142.57,3,2,0,1,3,3.0833,0,0,0
2026-01-01 11:36:30,slack.exe,20.64,149.67,2,2,0,0,0,2.5666,0,2,0
2026-01-01 23:24:40,lsass_helper.exe,72.45,117.96,8,17,4,2,0,6.969,1,0,1
2026-01-01 18:29:10,wscript_svc.exe,56.78,389.03,14,29,4,2,0,7.6712,0,2,1
2026-01-01 21:53:30,taskhost_helper.exe,62.59,361.4,9,27,5,1,0,7.3473,1,1,1
2026-01-01 14:31:10,powerpnt.exe,17.63,181.27,8,1,0,0,3,2.9261,0,0,0
2026-01-01 13:22:20,svchost.exe,2.48,157.86,10,1,0,0,2,2.136,0,0,0
2026-01-01 10:00:30,excel.exe,16.48,155.41,7,4,0,0,2,1.516,0,0,0
2026-01-01 11:16:00,notepad.exe,20.02,130.49,3,3,0,0,1,3.1563,0,0,0
2026-01-01 14:10:40,teams.exe,10.74,108.07,7,1,0,0,2,2.4487,0,0,0
2026-01-01 21:01:00,rundll32_helper.exe,32.14,333.62,10,22,2,3,1,7.3177,1,2,1
2026-01-01 19:19:20,rundll32_helper.exe,60.18,198.6,6,28,9,4,1,7.0531,1,2,1
2026-01-01 16:50:10,taskhost_helper.exe,30.84,135.16,10,22,3,2,0,7.0142,1,2,1
2026-01-01 10:32:50,winword.exe,17.31,127.75,5,3,0,0,0,1.4031,1,0,0
2026-01-01 09:41:10,powerpnt.exe,17.64,151.79,5,1,0,0,3,3.2435,0,1,0
2026-01-01 09:45:40,teams.exe,21.12,178.16,3,1,0,0,0,2.9129,0,0,0
2026-01-01 18:39:00,syswow64svc.exe,52.23,359.79,10,21,6,4,2,7.5365,0,4,1
2026-01-01 16:30:30,wmiprvse_helper.exe,34.54,397.0,8,19,2,4,2,7.6516,1,3,1
2026-01-01 19:21:00,rundll32_helper.exe,56.56,134.64,8,30,7,2,3,6.8292,1,2,1
2026-01-01 13:17:50,winword.exe,13.06,134.85,3,1,1,1,2,3.9443,0,0,0
2026-01-01 14:34:20,code.exe,21.3,107.92,5,2,0,1,1,4.8346,0,0,0
2026-01-01 17:17:10,wmiprvse_helper.exe,52.89,324.21,10,26,2,0,2,7.582,1,0,1
2026-01-01 15:51:50,code.exe,15.75,184.52,1,2,0,0,4,2.1779,0,0,0
2026-01-01 21:44:00,syswow64svc.exe,85.38,176.43,9,22,6,1,2,6.8955,1,3,1
2026-01-01 16:04:30,cmd.exe,1.62,134.95,8,2,0,1,1,1.9598,0,0,0
2026-01-01 14:10:00,explorer.exe,14.93,111.35,5,1,0,1,2,2.7208,0,0,0
2026-01-01 17:57:40,rundll32_helper.exe,55.41,187.39,11,25,5,4,1,7.8167,1,2,1
2026-01-01 13:53:10,teams.exe,3.71,34.26,2,0,0,0,0,2.3212,0,0,0
2026-01-01 21:28:30,taskhost_helper.exe,86.74,205.62,5,26,2,4,2,6.9913,1,6,1
2026-01-01 11:55:40,teams.exe,2.87,66.55,4,3,0,2,1,2.4839,0,1,0
2026-01-01 10:31:30,slack.exe,18.33,93.52,6,0,0,0,2,2.8636,0,1,0
2026-01-01 11:43:30,notepad.exe,22.19,60.22,2,1,0,0,3,0.6038,0,0,0
2026-01-01 13:40:00,explorer.exe,7.78,136.54,6,3,0,0,1,3.3629,0,3,0
2026-01-01 13:11:50,code.exe,8.99,199.27,4,2,0,1,1,1.186,0,0,0
2026-01-01 12:29:00,slack.exe,7.03,93.09,6,0,0,1,3,2.1748,0,1,0
2026-01-02 00:00:20,conhost_srv.exe,75.91,232.51,8,27,4,6,1,7.8312,1,0,1
2026-01-01 11:02:50,winword.exe,16.93,183.59,4,1,0,0,3,3.6284,0,1,0
2026-01-01 22:51:00,rundll32_helper.exe,71.11,214.27,11,27,6,3,1,8.0,1,3,1
2026-01-01 12:09:20,code.exe,9.18,58.92,6,2,0,0,3,0.7727,0,1,0
2026-01-01 23:57:40,rundll32_helper.exe,60.94,396.92,5,24,5,3,0,7.2276,1,1,1
2026-01-01 08:29:40,powershell.exe,6.93,176.06,3,1,0,0,1,0.6021,0,1,0
2026-01-01 23:34:00,syswow64svc.exe,45.62,199.75,6,22,6,5,1,6.9366,1,2,1
2026-01-01 13:46:40,firefox.exe,7.87,163.37,5,3,0,0,1,3.1706,0,1,0
2026-01-01 11:27:30,explorer.exe,16.51,187.02,2,2,0,0,2,3.0,0,1,0
2026-01-01 15:47:40,chrome.exe,12.14,104.55,5,1,1,1,5,1.4139,0,0,0
2026-01-01 08:33:10,teams.exe,5.2,34.94,5,2,0,1,1,1.8212,0,2,0
2026-01-02 00:13:00,lsass_helper.exe,55.18,281.81,6,16,4,1,1,7.8168,1,0,1
2026-01-01 12:53:20,outlook.exe,11.84,53.15,1,5,0,0,3,2.6839,0,0,0
2026-01-01 09:39:30,cmd.exe,11.17,100.84,5,0,0,0,1,2.3994,0,0,0
2026-01-01 15:55:30,excel.exe,24.31,104.49,8,1,0,0,4,3.232,0,0,0
2026-01-01 17:19:40,lsass_helper.exe,83.19,333.2,15,26,6,4,0,7.6328,1,2,1
2026-01-01 20:22:10,wmiprvse_helper.exe,61.66,397.3,6,19,6,2,0,7.3212,1,1,1
2026-01-01 09:21:10,powerpnt.exe,5.86,90.81,5,2,1,1,3,2.2253,0,1,0
2026-01-01 18:58:50,wmiprvse_helper.exe,37.67,377.83,7,22,4,7,0,7.7412,1,2,1
2026-01-01 18:03:20,svc_update32.exe,51.91,330.41,9,18,4,3,1,7.769,1,1,1
2026-01-01 13:33:00,excel.exe,1.64,40.66,5,3,0,1,1,3.4355,0,1,0
2026-01-01 17:26:10,csrss_svc.exe,61.85,191.81,10,25,7,2,1,7.6496,1,1,1
2026-01-01 16:43:50,wmiprvse_helper.exe,73.51,328.88,6,27,4,3,2,7.7612,1,2,1
2026-01-01 10:00:20,winword.exe,20.62,37.66,5,3,0,0,2,3.1583,0,1,0
2026-01-01 19:15:50,wscript_svc.exe,37.51,160.13,5,20,3,2,0,7.9162,1,1,1
2026-01-01 09:36:50,code.exe,6.35,94.1,4,0,0,0,1,2.8079,0,1,0
2026-01-01 10:01:50,code.exe,20.72,132.3,3,3,0,0,3,1.452,0,2,0
2026-01-01 14:15:30,excel.exe,17.58,141.66,3,2,0,0,2,1.7658,0,1,0
2026-01-01 19:06:00,rundll32_helper.exe,63.95,390.09,9,28,3,2,0,7.4457,1,1,1
2026-01-01 17:26:30,winlogon_svc.exe,30.87,220.32,6,26,5,6,0,7.8858,1,0,1
2026-01-01 08:51:50,code.exe,2.42,160.86,4,4,3,2,2,1.8584,0,0,0
2026-01-01 15:50:40,teams.exe,7.41,93.08,4,3,0,0,2,2.303,0,3,0
2026-01-01 13:48:10,teams.exe,6.29,53.64,3,1,0,0,0,3.0706,0,0,0
2026-01-01 10:40:50,outlook.exe,18.77,40.33,3,0,1,0,0,1.9597,1,0,0
2026-01-01 08:22:20,svchost.exe,18.38,172.36,9,1,1,1,2,2.4494,0,1,0
2026-01-01 10:18:40,powerpnt.exe,13.18,98.35,6,1,0,0,3,2.4985,0,0,0
2026-01-01 14:04:50,svchost.exe,22.2,62.1,4,1,0,0,4,2.4162,0,0,0
2026-01-01 13:21:10,powerpnt.exe,15.3,160.6,7,2,0,0,2,1.9352,0,0,0
2026-01-01 22:13:40,conhost_srv.exe,85.54,372.71,9,21,10,6,0,7.7082,1,0,1
2026-01-01 08:49:40,powershell.exe,6.28,102.4,1,4,0,0,2,3.8667,0,0,0
2026-01-01 08:44:30,cmd.exe,18.56,45.61,4,4,1,0,1,4.1279,0,0,0
2026-01-01 22:09:10,wscript_svc.exe,49.15,140.15,12,24,9,4,1,7.4598,1,3,1
2026-01-01 19:04:20,rundll32_helper.exe,63.77,194.18,10,18,7,6,1,7.1796,1,0,1
